InicioPeriodo,FimPeriodo,codigoSegmento,Segmento,codigoModalidade,Modalidade,Posicao,InstituicaoFinanceira,TaxaJurosAoMes,TaxaJurosAoAno,cnpj8
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,39,CORA SCFI,4.81,75.68,37880206
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,40,BANCO BTG PACTUAL S.A.,5.0,79.59,30306294
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,41,BCO RNX S.A.,5.12,82.05,80271455
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,42,BCO TRIANGULO S.A.,5.82,97.22,17351180
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,43,NU FINANCEIRA S.A. CFI,6.35,109.25,30680829
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,44,COBUCCIO S.A. SCFI,8.1,154.71,36947229
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pré-fixado,45,MERCADO CRÉDITO SCFI S.A.,9.23,188.48,37679449
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,1,BCO SAFRA S.A.,0.54,6.62,58160789
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,2,OURIBANK S.A.,0.87,10.97,78632767
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,3,STONE CFI S.A.,0.9,11.4,53505601
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,4,ITAÚ UNIBANCO S.A.,0.92,11.63,60701190
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,5,BCO ABC BRASIL S.A.,0.96,12.09,28195667
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,6,DEUTSCHE BANK S.A.BCO ALEMAO,1.0,12.63,62331228
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,7,BCO SANTANDER (BRASIL) S.A.,1.02,12.9,90400888
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,8,BCO SUMITOMO MITSUI BRASIL S.A.,1.17,14.98,60518222
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,9,BCO BOCOM BBM S.A.,1.17,15.0,15114366
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,10,BANCO BTG PACTUAL S.A.,1.22,15.65,30306294
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,11,BCO MIZUHO S.A.,1.22,15.71,61088183
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,12,CAIXA ECONOMICA FEDERAL,1.25,16.1,00360305
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,13,BCO BRADESCO S.A.,1.28,16.48,60746948
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,14,BCO XP S.A.,1.31,16.89,33264668
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,15,BCO PINE S.A.,1.32,17.04,62144175
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,16,BCO CITIBANK S.A.,1.35,17.39,33479023
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,17,BCO SOFISA S.A.,1.42,18.42,60889128
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,18,BANCO GENIAL,1.5,19.55,45246410
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,19,BCO DO BRASIL S.A.,1.53,20.02,00000000
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,20,BCO GUANABARA S.A.,1.79,23.75,31880826
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,21,BANCO SEMEAR,2.06,27.71,00795423
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo até 365 dias - Pós-fixado referenciado em juros flutuantes,22,BCO PAULISTA S.A.,4.33,66.35,61820817
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,1,BCO VOLKSWAGEN S.A,0.65,8.07,59109165
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,2,BCO MERCANTIL DO BRASIL S.A.,0.86,10.86,17184037
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,3,BCO VOTORANTIM S.A.,0.96,12.12,59588111
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,4,BCO BNP PARIBAS BRASIL S A,1.07,13.62,01522368
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,5,BANCO SICOOB S.A.,1.13,14.46,02038232
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,6,BCO MIZUHO S.A.,1.14,14.57,61088183
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,7,DEUTSCHE BANK S.A.BCO ALEMAO,1.17,14.92,62331228
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,8,SCANIA BCO S.A.,1.26,16.19,11417016
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,9,BCO CATERPILLAR S.A.,1.28,16.54,02658435
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,10,NEON FINANCEIRA - CFI S.A.,1.3,16.77,11285104
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,11,BCO XP S.A.,1.31,16.89,33264668
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,12,BCO C6 S.A.,1.31,16.92,31872495
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,13,BCO ABC BRASIL S.A.,1.44,18.67,28195667
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,14,BCO INDUSTRIAL DO BRASIL S.A.,1.51,19.7,31895683
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,15,BCO TRIANGULO S.A.,1.57,20.52,17351180
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,16,BCO GM S.A.,1.58,20.71,59274605
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,17,BCO BMG S.A.,1.58,20.73,61186680
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,18,BCO SENFF S.A.,1.63,21.41,11970623
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,19,BCO DO NORDESTE DO BRASIL S.A.,1.63,21.47,07237373
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,20,BCO SAFRA S.A.,1.64,21.59,58160789
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,21,ITAÚ UNIBANCO S.A.,1.65,21.75,60701190
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,22,BCO SOFISA S.A.,1.68,22.12,60889128
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,23,BCO FIBRA S.A.,1.71,22.52,58616418
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,24,BCO DES. DE MG S.A.,1.72,22.68,38486817
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,25,BANCO BTG PACTUAL S.A.,1.75,23.14,30306294
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,26,BANCO ORIGINAL,1.75,23.16,92894922
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,27,CARUANA SCFI,1.76,23.31,09313766
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,28,BCO GUANABARA S.A.,1.79,23.76,31880826
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,29,BCO RNX S.A.,1.83,24.38,80271455
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,30,BRB - BCO DE BRASILIA S.A.,1.86,24.71,00000208
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,31,BCO DAYCOVAL S.A,1.86,24.79,62232889
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,32,BCO BANESTES S.A.,1.86,24.8,28127603
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,33,BCO BS2 S.A.,1.9,25.33,71027866
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,34,BCO BRADESCO S.A.,1.94,25.94,60746948
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,35,BCO DO ESTADO DO RS S.A.,1.94,25.98,92702067
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,36,NOVO BCO CONTINENTAL S.A. - BM,1.99,26.69,74828799
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,37,BCO SANTANDER (BRASIL) S.A.,2.03,27.19,90400888
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,38,BANCO TOPÁZIO S.A.,2.06,27.67,07679404
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,39,CAIXA ECONOMICA FEDERAL,2.06,27.67,00360305
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,40,OMNI BANCO S.A.,2.06,27.78,60850229
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,41,BCO VOLVO BRASIL S.A.,2.07,27.91,58017179
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,42,BCO DO BRASIL S.A.,2.08,28.09,00000000
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,43,BCO DO EST. DE SE S.A.,2.26,30.83,13009717
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,44,BCO DA AMAZONIA S.A.,2.31,31.52,04902979
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,45,GAZINCRED S.A. SCFI,2.62,36.46,11760553
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,46,PORTOSEG S.A. CFI,2.73,38.1,04862600
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,47,MERCADO CRÉDITO SCFI S.A.,2.99,42.4,37679449
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,48,OMNI SA CFI,3.05,43.48,92228410
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,49,RPW S.A. SCFI,3.39,49.25,06249129
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,50,BCO DO EST. DO PA S.A.,3.4,49.3,04913711
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,51,CORA SCFI,4.16,63.15,37880206
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,52,NU FINANCEIRA S.A. CFI,5.0,79.56,30680829
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pré-fixado,53,COBUCCIO S.A. SCFI,6.77,119.41,36947229
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,1,BCO SAFRA S.A.,0.43,5.31,58160789
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,2,BCO SANTANDER (BRASIL) S.A.,0.96,12.14,90400888
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,3,CAIXA ECONOMICA FEDERAL,1.1,14.02,00360305
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,4,BCO BRADESCO S.A.,1.15,14.76,60746948
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,5,ITAÚ UNIBANCO S.A.,1.16,14.79,60701190
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,6,BCO LUSO BRASILEIRO S.A.,1.21,15.58,59118133
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,7,BCO XP S.A.,1.28,16.46,33264668
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,8,BCO ARBI S.A.,1.28,16.49,54403563
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,9,BCO VOTORANTIM S.A.,1.32,16.99,59588111
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,10,BCO DO ESTADO DO RS S.A.,1.34,17.38,92702067
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,11,BCO BANESTES S.A.,1.35,17.51,28127603
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,12,BCO BMG S.A.,1.36,17.63,61186680
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,13,BCO DA AMAZONIA S.A.,1.41,18.34,04902979
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,14,BCO DAYCOVAL S.A,1.43,18.61,62232889
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,15,BCO ABC BRASIL S.A.,1.47,19.17,28195667
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,16,BCO DES. DE MG S.A.,1.48,19.33,38486817
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,17,BCO RENDIMENTO S.A.,1.51,19.71,68900810
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,18,BCO DO BRASIL S.A.,1.53,19.99,00000000
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,19,BCO GUANABARA S.A.,1.54,20.1,31880826
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,20,BCO LETSBANK S.A.,1.57,20.57,58497702
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,21,BANCO ORIGINAL,1.58,20.74,92894922
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,22,BCO PAULISTA S.A.,1.59,20.9,61820817
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,23,BCO BS2 S.A.,1.6,21.04,71027866
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,24,BCO SOFISA S.A.,1.67,21.96,60889128
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,25,BCO FIBRA S.A.,1.82,24.23,58616418
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,26,BCO INDUSCRED DE INVESTIM. S/A,1.96,26.18,33588252
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,27,BCO TRICURY S.A.,2.02,27.19,57839805
2024-09-23,2024-09-27,,PESSOA JURÍDICA,,Capital de giro com prazo superior a 365 dias - Pós-fixado referenciado em juros flutuantes,28,BCO DO EST. DE SE S.A.,2.06,27.76,13009717
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,1,PARANA BCO S.A.,2.49,34.31,14388334
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,2,BCO AGIBANK S.A.,2.58,35.67,10664513
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,3,BCO MERCANTIL DO BRASIL S.A.,2.58,35.68,17184037
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,4,FACTA S.A. CFI,2.69,37.46,15581638
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,5,BCO DAYCOVAL S.A,2.82,39.57,62232889
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,6,NOVO BCO CONTINENTAL S.A. - BM,3.28,47.33,74828799
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,7,BANCO GENIAL,3.62,53.21,45246410
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,8,BCO BMG S.A.,3.96,59.27,61186680
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,9,KREDILIG S.A. - CFI,4.52,70.06,06040559
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,10,VIA CERTA FINANCIADORA S.A. - CFI,4.93,78.11,05192316
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,11,BCO BRADESCO S.A.,5.38,87.6,60746948
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,12,BRB - BCO DE BRASILIA S.A.,5.48,89.75,00000208
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,13,BANCO BARI S.A.,5.62,92.62,00556603
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,14,BANCO PAN,5.63,92.95,59285411
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,15,BCO C6 S.A.,6.09,103.23,31872495
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,16,BANCO BTG PACTUAL S.A.,6.24,106.74,30306294
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,17,BANCO BRADESCARD,6.77,119.53,04184779
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,18,BCO BANESTES S.A.,6.85,121.42,28127603
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,19,BANCO SICOOB S.A.,6.92,123.31,02038232
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,20,BANCO MASTER,7.0,125.21,33923798
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,21,SCFI EFÍ S.A.,7.09,127.37,37229413
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,22,BCO DO NORDESTE DO BRASIL S.A.,7.09,127.53,07237373
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,23,CAIXA ECONOMICA FEDERAL,7.45,136.82,00360305
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,24,HS FINANCEIRA,7.53,139.01,07512441
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,25,BCO DO EST. DO PA S.A.,7.99,151.62,04913711
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,26,NU FINANCEIRA S.A. CFI,8.05,153.32,30680829
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,27,BCO DO BRASIL S.A.,8.51,166.32,00000000
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,28,BCO STELLANTIS S.A.,8.51,166.46,62237425
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,29,BCO TRIANGULO S.A.,9.04,182.41,17351180
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,30,BCO SANTANDER (BRASIL) S.A.,9.1,184.38,90400888
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,31,BCO XP S.A.,9.24,188.64,33264668
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,32,BCO SOFISA S.A.,9.33,191.76,60889128
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,33,BCO CSF S.A.,9.33,191.77,08357240
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,34,BCO AFINZ S.A. - BM,9.63,201.41,04814563
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,35,BCO RENDIMENTO S.A.,9.71,204.11,68900810
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,36,ITAÚ UNIBANCO HOLDING S.A.,9.96,212.43,60872504
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,37,PORTOSEG S.A. CFI,10.09,216.85,04862600
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,38,BCO BNP PARIBAS BRASIL S A,10.23,221.65,01522368
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,39,LUIZACRED S.A. SCFI,10.25,222.44,02206577
2024-09-23,2024-09-27,,PESSOA FÍSICA,,Cartão de crédito - parcelado - Pré-fixado,40,DM SA CFI,10.3,224.37,91669747
